train_cycle,hits_discovered,acquisition_method,architecture,n_start,seed,dataset,enrichment,id
10,14,Similarity,mlp,64,9,VDR,1.1220065396346968,mlp 64 9 VDR
11,14,Similarity,mlp,64,9,VDR,1.7692211462609437,mlp 64 9 VDR
12,15,Similarity,mlp,64,9,VDR,2.685984762758058,mlp 64 9 VDR
13,15,Similarity,mlp,64,9,VDR,3.1941283546354793,mlp 64 9 VDR
14,16,Similarity,mlp,64,9,VDR,3.3505269277327594,mlp 64 9 VDR
15,17,Similarity,mlp,64,9,VDR,4.144137371585352,mlp 64 9 VDR
0,1,Similarity,mlp,8,0,ALDH1,0,mlp 8 0 ALDH1
1,9,Similarity,mlp,8,0,ALDH1,-0.8811636562787335,mlp 8 0 ALDH1
2,17,Similarity,mlp,8,0,ALDH1,-0.12936805206527557,mlp 8 0 ALDH1
3,27,Similarity,mlp,8,0,ALDH1,-0.09157244515451435,mlp 8 0 ALDH1
4,37,Similarity,mlp,8,0,ALDH1,0.28347187241676686,mlp 8 0 ALDH1
5,50,Similarity,mlp,8,0,ALDH1,0.46239622497620614,mlp 8 0 ALDH1
6,66,Similarity,mlp,8,0,ALDH1,1.0248096074670006,mlp 8 0 ALDH1
7,81,Similarity,mlp,8,0,ALDH1,1.435686944479822,mlp 8 0 ALDH1
8,92,Similarity,mlp,8,0,ALDH1,1.637363144763345,mlp 8 0 ALDH1
9,99,Similarity,mlp,8,0,ALDH1,1.397070494255522,mlp 8 0 ALDH1
10,101,Similarity,mlp,8,0,ALDH1,1.714113600912877,mlp 8 0 ALDH1
11,106,Similarity,mlp,8,0,ALDH1,1.920767227965018,mlp 8 0 ALDH1
12,115,Similarity,mlp,8,0,ALDH1,1.9427664858129683,mlp 8 0 ALDH1
13,115,Similarity,mlp,8,0,ALDH1,2.1716472710479775,mlp 8 0 ALDH1
14,116,Similarity,mlp,8,0,ALDH1,2.129737244376951,mlp 8 0 ALDH1
15,119,Similarity,mlp,8,0,ALDH1,2.2151996137384113,mlp 8 0 ALDH1
0,1,Similarity,mlp,8,0,PKM2,0,mlp 8 0 PKM2
1,1,Similarity,mlp,8,0,PKM2,0,mlp 8 0 PKM2
2,1,Similarity,mlp,8,0,PKM2,0,mlp 8 0 PKM2
3,2,Similarity,mlp,8,0,PKM2,-0.6935514351635876,mlp 8 0 PKM2
4,2,Similarity,mlp,8,0,PKM2,-0.631338837469475,mlp 8 0 PKM2
5,3,Similarity,mlp,8,0,PKM2,-1.1587372189327492,mlp 8 0 PKM2
6,4,Similarity,mlp,8,0,PKM2,-1.6059112465330858,mlp 8 0 PKM2
7,4,Similarity,mlp,8,0,PKM2,-1.4924039379829523,mlp 8 0 PKM2
8,4,Similarity,mlp,8,0,PKM2,-1.3938829852054793,mlp 8 0 PKM2
9,4,Similarity,mlp,8,0,PKM2,-1.307564215186667,mlp 8 0 PKM2
10,4,Similarity,mlp,8,0,PKM2,-1.231312897163859,mlp 8 0 PKM2
11,4,Similarity,mlp,8,0,PKM2,-1.163464814053049,mlp 8 0 PKM2
12,4,Similarity,mlp,8,0,PKM2,-1.1027034006493883,mlp 8 0 PKM2
13,4,Similarity,mlp,8,0,PKM2,-1.0479734694603837,mlp 8 0 PKM2
14,4,Similarity,mlp,8,0,PKM2,-0.9984194136942783,mlp 8 0 PKM2
15,4,Similarity,mlp,8,0,PKM2,-0.9533401512913072,mlp 8 0 PKM2
0,1,Similarity,mlp,8,0,VDR,0,mlp 8 0 VDR
1,4,Similarity,mlp,8,0,VDR,0,mlp 8 0 VDR
2,5,Similarity,mlp,8,0,VDR,-0.7567886073911305,mlp 8 0 VDR
3,5,Similarity,mlp,8,0,VDR,-0.6785667203958066,mlp 8 0 VDR
4,5,Similarity,mlp,8,0,VDR,-0.6150001308997197,mlp 8 0 VDR
5,5,Similarity,mlp,8,0,VDR,-0.5623229900951427,mlp 8 0 VDR
6,5,Similarity,mlp,8,0,VDR,-0.5179578924915034,mlp 8 0 VDR
7,6,Similarity,mlp,8,0,VDR,-0.9601626824550737,mlp 8 0 VDR
8,6,Similarity,mlp,8,0,VDR,-0.8947337557803594,mlp 8 0 VDR
9,7,Similarity,mlp,8,0,VDR,-0.4188265365012631,mlp 8 0 VDR
10,7,Similarity,mlp,8,0,VDR,1.5748373836056024,mlp 8 0 VDR
11,7,Similarity,mlp,8,0,VDR,2.97147429578614,mlp 8 0 VDR
12,8,Similarity,mlp,8,0,VDR,2.460813528830903,mlp 8 0 VDR
13,8,Similarity,mlp,8,0,VDR,2.3357397519958973,mlp 8 0 VDR
14,8,Similarity,mlp,8,0,VDR,2.222765071372468,mlp 8 0 VDR
15,8,Similarity,mlp,8,0,VDR,2.1202148635188696,mlp 8 0 VDR
0,3,Similarity,mlp,8,1,ALDH1,0,mlp 8 1 ALDH1
1,7,Similarity,mlp,8,1,ALDH1,0.6608727422090501,mlp 8 1 ALDH1
2,20,Similarity,mlp,8,1,ALDH1,-0.7762083123916534,mlp 8 1 ALDH1
3,31,Similarity,mlp,8,1,ALDH1,0.36628978061805606,mlp 8 1 ALDH1
4,49,Similarity,mlp,8,1,ALDH1,1.1338874896670674,mlp 8 1 ALDH1
5,63,Similarity,mlp,8,1,ALDH1,0.8669929218303869,mlp 8 1 ALDH1
6,75,Similarity,mlp,8,1,ALDH1,0.4880045749842852,mlp 8 1 ALDH1
7,90,Similarity,mlp,8,1,ALDH1,0.8867478186493014,mlp 8 1 ALDH1
8,95,Similarity,mlp,8,1,ALDH1,1.3396607548063733,mlp 8 1 ALDH1
9,101,Similarity,mlp,8,1,ALDH1,1.6299155766314417,mlp 8 1 ALDH1
10,106,Similarity,mlp,8,1,ALDH1,1.954690948409422,mlp 8 1 ALDH1
11,111,Similarity,mlp,8,1,ALDH1,2.0579648871053764,mlp 8 1 ALDH1
12,115,Similarity,mlp,8,1,ALDH1,2.295996755960781,mlp 8 1 ALDH1
13,120,Similarity,mlp,8,1,ALDH1,2.428508776225695,mlp 8 1 ALDH1
14,131,Similarity,mlp,8,1,ALDH1,2.3687893840519147,mlp 8 1 ALDH1
15,139,Similarity,mlp,8,1,ALDH1,2.337137207155205,mlp 8 1 ALDH1
0,1,Similarity,mlp,8,1,PKM2,0,mlp 8 1 PKM2
1,1,Similarity,mlp,8,1,PKM2,0,mlp 8 1 PKM2
2,1,Similarity,mlp,8,1,PKM2,0,mlp 8 1 PKM2
3,1,Similarity,mlp,8,1,PKM2,0.6935514351635876,mlp 8 1 PKM2
4,2,Similarity,mlp,8,1,PKM2,0.6313388374694748,mlp 8 1 PKM2
5,2,Similarity,mlp,8,1,PKM2,2.3174744378654983,mlp 8 1 PKM2
6,2,Similarity,mlp,8,1,PKM2,2.6765187442218092,mlp 8 1 PKM2
7,2,Similarity,mlp,8,1,PKM2,2.487339896638254,mlp 8 1 PKM2
8,2,Similarity,mlp,8,1,PKM2,2.787765970410958,mlp 8 1 PKM2
9,2,Similarity,mlp,8,1,PKM2,2.615128430373334,mlp 8 1 PKM2
10,2,Similarity,mlp,8,1,PKM2,2.462625794327718,mlp 8 1 PKM2
11,2,Similarity,mlp,8,1,PKM2,2.326929628106098,mlp 8 1 PKM2
12,2,Similarity,mlp,8,1,PKM2,2.2054068012987766,mlp 8 1 PKM2
13,2,Similarity,mlp,8,1,PKM2,2.0959469389207674,mlp 8 1 PKM2
14,2,Similarity,mlp,8,1,PKM2,1.9968388273885567,mlp 8 1 PKM2
15,2,Similarity,mlp,8,1,PKM2,1.906680302582614,mlp 8 1 PKM2
0,1,Similarity,mlp,8,1,VDR,0,mlp 8 1 VDR
1,1,Similarity,mlp,8,1,VDR,0,mlp 8 1 VDR
2,1,Similarity,mlp,8,1,VDR,0.7567886073911302,mlp 8 1 VDR
3,2,Similarity,mlp,8,1,VDR,0.6785667203958066,mlp 8 1 VDR
4,2,Similarity,mlp,8,1,VDR,0.6150001308997199,mlp 8 1 VDR
5,2,Similarity,mlp,8,1,VDR,1.1246459801902855,mlp 8 1 VDR
6,2,Similarity,mlp,8,1,VDR,1.0359157849830072,mlp 8 1 VDR
7,2,Similarity,mlp,8,1,VDR,0.960162682455074,mlp 8 1 VDR
8,2,Similarity,mlp,8,1,VDR,0.8947337557803595,mlp 8 1 VDR
9,2,Similarity,mlp,8,1,VDR,0.8376530730025266,mlp 8 1 VDR
10,3,Similarity,mlp,8,1,VDR,1.1811280377042022,mlp 8 1 VDR
11,11,Similarity,mlp,8,1,VDR,-1.1143028609198025,mlp 8 1 VDR
12,11,Similarity,mlp,8,1,VDR,-0.703089579665972,mlp 8 1 VDR
13,11,Similarity,mlp,8,1,VDR,-0.6673542148559708,mlp 8 1 VDR
14,11,Similarity,mlp,8,1,VDR,-0.317537867338924,mlp 8 1 VDR
15,11,Similarity,mlp,8,1,VDR,0.9086635129366583,mlp 8 1 VDR
0,2,Similarity,mlp,8,2,ALDH1,0,mlp 8 2 ALDH1
1,5,Similarity,mlp,8,2,ALDH1,0.44058182813936675,mlp 8 2 ALDH1
2,14,Similarity,mlp,8,2,ALDH1,1.4230485727180313,mlp 8 2 ALDH1
3,19,Similarity,mlp,8,2,ALDH1,1.8314489030902819,mlp 8 2 ALDH1
4,27,Similarity,mlp,8,2,ALDH1,1.204755457771259,mlp 8 2 ALDH1
5,34,Similarity,mlp,8,2,ALDH1,0.8669929218303867,mlp 8 2 ALDH1
6,37,Similarity,mlp,8,2,ALDH1,0.878408234971715,mlp 8 2 ALDH1
7,44,Similarity,mlp,8,2,ALDH1,0.8867478186493014,mlp 8 2 ALDH1
8,49,Similarity,mlp,8,2,ALDH1,1.4140863522956162,mlp 8 2 ALDH1
9,52,Similarity,mlp,8,2,ALDH1,1.5633884102383222,mlp 8 2 ALDH1
10,61,Similarity,mlp,8,2,ALDH1,1.684041432475809,mlp 8 2 ALDH1
11,72,Similarity,mlp,8,2,ALDH1,1.7012509733404446,mlp 8 2 ALDH1
12,81,Similarity,mlp,8,2,ALDH1,2.0184586865589282,mlp 8 2 ALDH1
13,88,Similarity,mlp,8,2,ALDH1,2.2183493628984716,mlp 8 2 ALDH1
14,98,Similarity,mlp,8,2,ALDH1,2.368789384051915,mlp 8 2 ALDH1
15,111,Similarity,mlp,8,2,ALDH1,2.174553749266147,mlp 8 2 ALDH1
0,1,Similarity,mlp,8,2,PKM2,0,mlp 8 2 PKM2
1,1,Similarity,mlp,8,2,PKM2,0,mlp 8 2 PKM2
2,1,Similarity,mlp,8,2,PKM2,0,mlp 8 2 PKM2
3,2,Similarity,mlp,8,2,PKM2,-0.6935514351635876,mlp 8 2 PKM2
4,2,Similarity,mlp,8,2,PKM2,-0.631338837469475,mlp 8 2 PKM2
5,4,Similarity,mlp,8,2,PKM2,-1.158737218932749,mlp 8 2 PKM2
6,4,Similarity,mlp,8,2,PKM2,-0.5353037488443619,mlp 8 2 PKM2
7,5,Similarity,mlp,8,2,PKM2,-0.9949359586553015,mlp 8 2 PKM2
8,6,Similarity,mlp,8,2,PKM2,-1.3938829852054793,mlp 8 2 PKM2
9,6,Similarity,mlp,8,2,PKM2,-1.307564215186667,mlp 8 2 PKM2
10,6,Similarity,mlp,8,2,PKM2,-1.2313128971638592,mlp 8 2 PKM2
11,7,Similarity,mlp,8,2,PKM2,-1.1634648140530488,mlp 8 2 PKM2
12,7,Similarity,mlp,8,2,PKM2,-1.1027034006493879,mlp 8 2 PKM2
13,7,Similarity,mlp,8,2,PKM2,-0.698648979640256,mlp 8 2 PKM2
14,7,Similarity,mlp,8,2,PKM2,0,mlp 8 2 PKM2
15,7,Similarity,mlp,8,2,PKM2,0,mlp 8 2 PKM2
0,1,Similarity,mlp,8,2,VDR,0,mlp 8 2 VDR
1,2,Similarity,mlp,8,2,VDR,0.8553943246942846,mlp 8 2 VDR
2,4,Similarity,mlp,8,2,VDR,0.7567886073911305,mlp 8 2 VDR
3,6,Similarity,mlp,8,2,VDR,-0.6785667203958066,mlp 8 2 VDR
4,7,Similarity,mlp,8,2,VDR,1.8450003926991592,mlp 8 2 VDR
5,9,Similarity,mlp,8,2,VDR,2.249291960380571,mlp 8 2 VDR
6,10,Similarity,mlp,8,2,VDR,4.661621032423532,mlp 8 2 VDR
7,10,Similarity,mlp,8,2,VDR,4.320732071047836,mlp 8 2 VDR
8,11,Similarity,mlp,8,2,VDR,3.5789350231214385,mlp 8 2 VDR
9,11,Similarity,mlp,8,2,VDR,3.350612292010106,mlp 8 2 VDR
10,12,Similarity,mlp,8,2,VDR,4.3308028049154075,mlp 8 2 VDR
11,13,Similarity,mlp,8,2,VDR,3.7143428697326746,mlp 8 2 VDR
12,13,Similarity,mlp,8,2,VDR,3.515447898329862,mlp 8 2 VDR
13,13,Similarity,mlp,8,2,VDR,3.6704481817078385,mlp 8 2 VDR
14,13,Similarity,mlp,8,2,VDR,3.8104544080670877,mlp 8 2 VDR
15,13,Similarity,mlp,8,2,VDR,3.9375418893921856,mlp 8 2 VDR
0,1,Similarity,mlp,8,3,ALDH1,0,mlp 8 3 ALDH1
1,5,Similarity,mlp,8,3,ALDH1,0.22029091406968337,mlp 8 3 ALDH1
2,20,Similarity,mlp,8,3,ALDH1,1.2936805206527557,mlp 8 3 ALDH1
3,29,Similarity,mlp,8,3,ALDH1,1.3735866773177117,mlp 8 3 ALDH1
4,36,Similarity,mlp,8,3,ALDH1,0.992151553458684,mlp 8 3 ALDH1
5,40,Similarity,mlp,8,3,ALDH1,1.6183867874167222,mlp 8 3 ALDH1
6,47,Similarity,mlp,8,3,ALDH1,2.293621502426145,mlp 8 3 ALDH1
7,50,Similarity,mlp,8,3,ALDH1,2.7869217157549473,mlp 8 3 ALDH1
8,55,Similarity,mlp,8,3,ALDH1,2.9770238995697182,mlp 8 3 ALDH1
9,63,Similarity,mlp,8,3,ALDH1,3.126776820476644,mlp 8 3 ALDH1
10,66,Similarity,mlp,8,3,ALDH1,3.217722022766278,mlp 8 3 ALDH1
11,68,Similarity,mlp,8,3,ALDH1,3.4573810103370324,mlp 8 3 ALDH1
12,72,Similarity,mlp,8,3,ALDH1,3.683687102970045,mlp 8 3 ALDH1
13,76,Similarity,mlp,8,3,ALDH1,3.806220485815272,mlp 8 3 ALDH1
14,87,Similarity,mlp,8,3,ALDH1,3.4771220316358384,mlp 8 3 ALDH1
15,99,Similarity,mlp,8,3,ALDH1,3.39392968343408,mlp 8 3 ALDH1
0,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
1,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
2,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
3,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
4,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
5,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
6,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
7,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
8,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
9,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
10,1,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
11,2,Similarity,mlp,8,3,PKM2,-0.3878216046843497,mlp 8 3 PKM2
12,2,Similarity,mlp,8,3,PKM2,-0.36756780021646274,mlp 8 3 PKM2
13,2,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
14,2,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
15,2,Similarity,mlp,8,3,PKM2,0,mlp 8 3 PKM2
0,1,Similarity,mlp,8,3,VDR,0,mlp 8 3 VDR
1,2,Similarity,mlp,8,3,VDR,0,mlp 8 3 VDR
2,2,Similarity,mlp,8,3,VDR,0,mlp 8 3 VDR
3,3,Similarity,mlp,8,3,VDR,-0.6785667203958066,mlp 8 3 VDR
4,4,Similarity,mlp,8,3,VDR,-1.2300002617994397,mlp 8 3 VDR
5,5,Similarity,mlp,8,3,VDR,-1.6869689702854282,mlp 8 3 VDR
6,5,Similarity,mlp,8,3,VDR,-1.5538736774745106,mlp 8 3 VDR
7,5,Similarity,mlp,8,3,VDR,-1.4402440236826106,mlp 8 3 VDR
8,5,Similarity,mlp,8,3,VDR,-1.3421006336705386,mlp 8 3 VDR
9,5,Similarity,mlp,8,3,VDR,-1.2564796095037893,mlp 8 3 VDR
10,6,Similarity,mlp,8,3,VDR,-1.5748373836056029,mlp 8 3 VDR
11,9,Similarity,mlp,8,3,VDR,-2.600040008812873,mlp 8 3 VDR
12,10,Similarity,mlp,8,3,VDR,-2.812358318663889,mlp 8 3 VDR
13,12,Similarity,mlp,8,3,VDR,-3.0030939668518677,mlp 8 3 VDR
14,12,Similarity,mlp,8,3,VDR,-2.5403029387113922,mlp 8 3 VDR
15,12,Similarity,mlp,8,3,VDR,-2.4231027011644217,mlp 8 3 VDR
0,1,Similarity,mlp,8,4,ALDH1,0,mlp 8 4 ALDH1
1,11,Similarity,mlp,8,4,ALDH1,0.44058182813936675,mlp 8 4 ALDH1
2,19,Similarity,mlp,8,4,ALDH1,1.1643124685874802,mlp 8 4 ALDH1
3,29,Similarity,mlp,8,4,ALDH1,0.3662897806180565,mlp 8 4 ALDH1
4,33,Similarity,mlp,8,4,ALDH1,0.4252078086251503,mlp 8 4 ALDH1
5,35,Similarity,mlp,8,4,ALDH1,0.6357948093422836,mlp 8 4 ALDH1
6,43,Similarity,mlp,8,4,ALDH1,0.39040365998742876,mlp 8 4 ALDH1
7,49,Similarity,mlp,8,4,ALDH1,0.422260866023477,mlp 8 4 ALDH1
8,54,Similarity,mlp,8,4,ALDH1,0.4837663836800794,mlp 8 4 ALDH1
9,71,Similarity,mlp,8,4,ALDH1,0.1995814991793603,mlp 8 4 ALDH1
10,86,Similarity,mlp,8,4,ALDH1,0.21050517905947608,mlp 8 4 ALDH1
11,96,Similarity,mlp,8,4,ALDH1,0.5487906365614341,mlp 8 4 ALDH1
12,100,Similarity,mlp,8,4,ALDH1,0.8326142082055581,mlp 8 4 ALDH1
13,108,Similarity,mlp,8,4,ALDH1,0.8873397451593883,mlp 8 4 ALDH1
14,117,Similarity,mlp,8,4,ALDH1,1.0648686221884756,mlp 8 4 ALDH1
15,121,Similarity,mlp,8,4,ALDH1,1.1990530019318006,mlp 8 4 ALDH1
0,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
1,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
2,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
3,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
4,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
5,1,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
6,1,Similarity,mlp,8,4,PKM2,0.5353037488443622,mlp 8 4 PKM2
7,1,Similarity,mlp,8,4,PKM2,1.4924039379829523,mlp 8 4 PKM2
8,1,Similarity,mlp,8,4,PKM2,1.3938829852054793,mlp 8 4 PKM2
9,2,Similarity,mlp,8,4,PKM2,0.8717094767911114,mlp 8 4 PKM2
10,3,Similarity,mlp,8,4,PKM2,0.41043763238795283,mlp 8 4 PKM2
11,3,Similarity,mlp,8,4,PKM2,0.3878216046843497,mlp 8 4 PKM2
12,3,Similarity,mlp,8,4,PKM2,0.36756780021646285,mlp 8 4 PKM2
13,4,Similarity,mlp,8,4,PKM2,0,mlp 8 4 PKM2
14,5,Similarity,mlp,8,4,PKM2,-0.33280647123142626,mlp 8 4 PKM2
15,5,Similarity,mlp,8,4,PKM2,-0.31778005043043556,mlp 8 4 PKM2
0,1,Similarity,mlp,8,4,VDR,0,mlp 8 4 VDR
1,1,Similarity,mlp,8,4,VDR,0,mlp 8 4 VDR
2,1,Similarity,mlp,8,4,VDR,0.7567886073911302,mlp 8 4 VDR
3,1,Similarity,mlp,8,4,VDR,0.6785667203958066,mlp 8 4 VDR
4,1,Similarity,mlp,8,4,VDR,0.6150001308997198,mlp 8 4 VDR
5,1,Similarity,mlp,8,4,VDR,0.5623229900951427,mlp 8 4 VDR
6,1,Similarity,mlp,8,4,VDR,1.0359157849830072,mlp 8 4 VDR
7,1,Similarity,mlp,8,4,VDR,1.9203253649101475,mlp 8 4 VDR
8,1,Similarity,mlp,8,4,VDR,1.7894675115607184,mlp 8 4 VDR
9,2,Similarity,mlp,8,4,VDR,1.2564796095037893,mlp 8 4 VDR
10,3,Similarity,mlp,8,4,VDR,0.7874186918028014,mlp 8 4 VDR
11,3,Similarity,mlp,8,4,VDR,1.1143028609198025,mlp 8 4 VDR
12,3,Similarity,mlp,8,4,VDR,1.0546343694989584,mlp 8 4 VDR
13,4,Similarity,mlp,8,4,VDR,1.3347084297119414,mlp 8 4 VDR
14,5,Similarity,mlp,8,4,VDR,1.9052272040335436,mlp 8 4 VDR
15,6,Similarity,mlp,8,4,VDR,2.1202148635188696,mlp 8 4 VDR
0,1,Similarity,mlp,8,5,ALDH1,0,mlp 8 5 ALDH1
1,11,Similarity,mlp,8,5,ALDH1,-0.6608727422090501,mlp 8 5 ALDH1
2,21,Similarity,mlp,8,5,ALDH1,-0.25873610413055115,mlp 8 5 ALDH1
3,26,Similarity,mlp,8,5,ALDH1,0.9157244515451413,mlp 8 5 ALDH1
4,35,Similarity,mlp,8,5,ALDH1,1.2756234258754504,mlp 8 5 ALDH1
5,47,Similarity,mlp,8,5,ALDH1,1.0981910343184902,mlp 8 5 ALDH1
6,57,Similarity,mlp,8,5,ALDH1,1.7080160124450012,mlp 8 5 ALDH1
7,60,Similarity,mlp,8,5,ALDH1,2.153530416719732,mlp 8 5 ALDH1
8,65,Similarity,mlp,8,5,ALDH1,2.3071935221665316,mlp 8 5 ALDH1
9,75,Similarity,mlp,8,5,ALDH1,2.029078574990163,mlp 8 5 ALDH1
10,78,Similarity,mlp,8,5,ALDH1,2.165196127468897,mlp 8 5 ALDH1
11,81,Similarity,mlp,8,5,ALDH1,2.4695578645264518,mlp 8 5 ALDH1
12,86,Similarity,mlp,8,5,ALDH1,2.6996884932725664,mlp 8 5 ALDH1
13,89,Similarity,mlp,8,5,ALDH1,2.6620192354781653,mlp 8 5 ALDH1
14,99,Similarity,mlp,8,5,ALDH1,2.759965612610947,mlp 8 5 ALDH1
15,110,Similarity,mlp,8,5,ALDH1,2.763918784113981,mlp 8 5 ALDH1
0,1,Similarity,mlp,8,5,PKM2,0,mlp 8 5 PKM2
1,2,Similarity,mlp,8,5,PKM2,-0.8637880704960065,mlp 8 5 PKM2
2,2,Similarity,mlp,8,5,PKM2,-0.769365258882272,mlp 8 5 PKM2
3,2,Similarity,mlp,8,5,PKM2,-0.6935514351635876,mlp 8 5 PKM2
4,2,Similarity,mlp,8,5,PKM2,0,mlp 8 5 PKM2
5,2,Similarity,mlp,8,5,PKM2,0,mlp 8 5 PKM2
6,2,Similarity,mlp,8,5,PKM2,0,mlp 8 5 PKM2
7,2,Similarity,mlp,8,5,PKM2,0,mlp 8 5 PKM2
8,3,Similarity,mlp,8,5,PKM2,-0.4646276617351597,mlp 8 5 PKM2
9,3,Similarity,mlp,8,5,PKM2,-0.43585473839555566,mlp 8 5 PKM2
10,3,Similarity,mlp,8,5,PKM2,-0.41043763238795317,mlp 8 5 PKM2
11,4,Similarity,mlp,8,5,PKM2,-0.7756432093686993,mlp 8 5 PKM2
12,5,Similarity,mlp,8,5,PKM2,-1.102703400649388,mlp 8 5 PKM2
13,5,Similarity,mlp,8,5,PKM2,-1.0479734694603837,mlp 8 5 PKM2
14,5,Similarity,mlp,8,5,PKM2,-0.9984194136942784,mlp 8 5 PKM2
15,5,Similarity,mlp,8,5,PKM2,-0.6355601008608714,mlp 8 5 PKM2
0,1,Similarity,mlp,8,5,VDR,0,mlp 8 5 VDR
1,1,Similarity,mlp,8,5,VDR,0,mlp 8 5 VDR
2,1,Similarity,mlp,8,5,VDR,0,mlp 8 5 VDR
3,2,Similarity,mlp,8,5,VDR,-0.6785667203958066,mlp 8 5 VDR
4,2,Similarity,mlp,8,5,VDR,-0.6150001308997198,mlp 8 5 VDR
5,2,Similarity,mlp,8,5,VDR,0,mlp 8 5 VDR
6,2,Similarity,mlp,8,5,VDR,0.5179578924915036,mlp 8 5 VDR
7,2,Similarity,mlp,8,5,VDR,0.4800813412275369,mlp 8 5 VDR
8,2,Similarity,mlp,8,5,VDR,0.4473668778901797,mlp 8 5 VDR
9,2,Similarity,mlp,8,5,VDR,0.4188265365012632,mlp 8 5 VDR
10,2,Similarity,mlp,8,5,VDR,0.3937093459014007,mlp 8 5 VDR
11,2,Similarity,mlp,8,5,VDR,0.742868573946535,mlp 8 5 VDR
12,2,Similarity,mlp,8,5,VDR,0.7030895796659723,mlp 8 5 VDR
13,2,Similarity,mlp,8,5,VDR,1.3347084297119411,mlp 8 5 VDR
14,4,Similarity,mlp,8,5,VDR,0.6350757346778482,mlp 8 5 VDR
15,5,Similarity,mlp,8,5,VDR,0.3028878376455526,mlp 8 5 VDR
0,1,Similarity,mlp,8,6,ALDH1,0,mlp 8 6 ALDH1
1,6,Similarity,mlp,8,6,ALDH1,0.44058182813936675,mlp 8 6 ALDH1
2,12,Similarity,mlp,8,6,ALDH1,0.6468402603263779,mlp 8 6 ALDH1
3,18,Similarity,mlp,8,6,ALDH1,0.6410071160815987,mlp 8 6 ALDH1
4,25,Similarity,mlp,8,6,ALDH1,0.35433984052095835,mlp 8 6 ALDH1
5,35,Similarity,mlp,8,6,ALDH1,0.6357948093422836,mlp 8 6 ALDH1
6,50,Similarity,mlp,8,6,ALDH1,0.48800457498428607,mlp 8 6 ALDH1
7,73,Similarity,mlp,8,6,ALDH1,0.6333912990352153,mlp 8 6 ALDH1
8,84,Similarity,mlp,8,6,ALDH1,0.9675327673601575,mlp 8 6 ALDH1
9,95,Similarity,mlp,8,6,ALDH1,0.9979074958968015,mlp 8 6 ALDH1
10,112,Similarity,mlp,8,6,ALDH1,1.0224537268603129,mlp 8 6 ALDH1
11,122,Similarity,mlp,8,6,ALDH1,0.9878231458105811,mlp 8 6 ALDH1
12,129,Similarity,mlp,8,6,ALDH1,1.286767412681317,mlp 8 6 ALDH1
13,138,Similarity,mlp,8,6,ALDH1,1.4477648473653186,mlp 8 6 ALDH1
14,147,Similarity,mlp,8,6,ALDH1,1.4995088761429551,mlp 8 6 ALDH1
15,156,Similarity,mlp,8,6,ALDH1,1.625834578890577,mlp 8 6 ALDH1
0,1,Similarity,mlp,8,6,PKM2,0,mlp 8 6 PKM2
1,3,Similarity,mlp,8,6,PKM2,0,mlp 8 6 PKM2
2,4,Similarity,mlp,8,6,PKM2,0,mlp 8 6 PKM2
3,5,Similarity,mlp,8,6,PKM2,0,mlp 8 6 PKM2
4,5,Similarity,mlp,8,6,PKM2,0.6313388374694751,mlp 8 6 PKM2
5,5,Similarity,mlp,8,6,PKM2,0.5793686094663744,mlp 8 6 PKM2
6,5,Similarity,mlp,8,6,PKM2,0.5353037488443619,mlp 8 6 PKM2
7,5,Similarity,mlp,8,6,PKM2,0.49746797932765086,mlp 8 6 PKM2
8,5,Similarity,mlp,8,6,PKM2,0.4646276617351597,mlp 8 6 PKM2
9,5,Similarity,mlp,8,6,PKM2,0.43585473839555533,mlp 8 6 PKM2
10,5,Similarity,mlp,8,6,PKM2,0.41043763238795306,mlp 8 6 PKM2
11,5,Similarity,mlp,8,6,PKM2,0.3878216046843497,mlp 8 6 PKM2
12,6,Similarity,mlp,8,6,PKM2,0,mlp 8 6 PKM2
13,8,Similarity,mlp,8,6,PKM2,-0.6986489796402564,mlp 8 6 PKM2
14,10,Similarity,mlp,8,6,PKM2,-1.3312258849257044,mlp 8 6 PKM2
15,11,Similarity,mlp,8,6,PKM2,-1.5889002521521778,mlp 8 6 PKM2
