index,train_cycle,train_binary_accuracy,train_balanced_accuracy,train_roc_auc,train_precision,train_tpr,train_tp,train_fn,train_fp,train_tn,test_cycle,test_binary_accuracy,test_balanced_accuracy,test_roc_auc,test_precision,test_tpr,test_tp,test_fn,test_fp,test_tn,screen_cycle,screen_binary_accuracy,screen_balanced_accuracy,screen_roc_auc,screen_precision,screen_tpr,screen_tp,screen_fn,screen_fp,screen_tn,hits_discovered,total_mols_screened,acquisition_method,architecture,n_start,batch_size,seed,bias,retrain,dataset,scrambledx,scrambledx_seed,cum_hits_discovered,mean_total_sims,mean_total_hits_sims,n_unique_scaffolds,mean_tani_per_batch,mean_tani_batch_to_start_batch,mean_tani_all_mols_to_start_batch,unique_patterns,Long_chain groups,Bicyclic,Ortho,Meta,Para,Macrocycle groups,Spiro-ring center,CIS or TRANS double bond in a ring,Unfused benzene ring,Multiple non-fused benzene rings,Fused benzene rings,Carbonyl group,Aldehyde,Amide,Carbamate,Carboxylate Ion,Carbonic Acid or Carbonic Ester,Carboxylic acid,Ester Also hits anhydrides,Ketone,Ether,Mono-Hydrogenated Cation,Amidinium,Cyanamide,"Primary or secondary amine, not amide",Enamine or Aniline Nitrogen,Azole,Hydrazine H2NNH2,Hydrazone C=NNH2,Substituted or un-substituted imine,Iminium,Unsubstituted dicarboximide,Substituted dicarboximide,Nitrate group,Nitrile,Nitro group,Hydroxyl,Enol,Phenol,Carbo-Thioester,"Thiol, Sulfide or Disulfide Sulfur",Thioamide,Sulfide,Mono-sulfide,Two Sulfides,Sulfone,Sulfonamide,Sulfoxide,Halogen,Three_halides groups,hit_unique_patterns,hit_Long_chain groups,hit_Bicyclic,hit_Ortho,hit_Meta,hit_Para,hit_Macrocycle groups,hit_Spiro-ring center,hit_CIS or TRANS double bond in a ring,hit_Unfused benzene ring,hit_Multiple non-fused benzene rings,hit_Fused benzene rings,hit_Carbonyl group,hit_Aldehyde,hit_Amide,hit_Carbamate,hit_Carboxylate Ion,hit_Carbonic Acid or Carbonic Ester,hit_Carboxylic acid,hit_Ester Also hits anhydrides,hit_Ketone,hit_Ether,hit_Mono-Hydrogenated Cation,hit_Amidinium,hit_Cyanamide,"hit_Primary or secondary amine, not amide",hit_Enamine or Aniline Nitrogen,hit_Azole,hit_Hydrazine H2NNH2,hit_Hydrazone C=NNH2,hit_Substituted or un-substituted imine,hit_Iminium,hit_Unsubstituted dicarboximide,hit_Substituted dicarboximide,hit_Nitrate group,hit_Nitrile,hit_Nitro group,hit_Hydroxyl,hit_Enol,hit_Phenol,hit_Carbo-Thioester,"hit_Thiol, Sulfide or Disulfide Sulfur",hit_Thioamide,hit_Sulfide,hit_Mono-sulfide,hit_Two Sulfides,hit_Sulfone,hit_Sulfonamide,hit_Sulfoxide,hit_Halogen,hit_Three_halides groups,enrichment,perc_of_tot_patterns,pattern_enrichment_aldehyde,aldehyde_hit_enrichment,pattern_enrichment_sulfonamide,sulfonamide_hit_enrichment
27,11,0.974431812763214,0.9864864864864864,1,0.6785714285714286,1,38,0,18,648,11,0.5812000036239624,0.5429676916873865,0.5693145584203012,0.0595678643905932,0.5005015045135406,499,498,7878,11125,11,0.5817857980728149,0.5584534537148784,0.5820890014020919,0.0629644674902626,0.5325383993532741,2635,2313,39214,55134,42,768,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,4,0.1329,0.1229,711,0.1333,0.1364,0.1313,47,57,286,461,456,548,0,6,82,570,192,12,581,2,449,15,26,0,26,106,70,369,117,24,1,154,354,238,18,47,10,26,4,27,0,44,51,102,11,49,1,121,30,200,200,27,121,91,1,214,44,40,1,18,31,21,31,0,1,8,32,11,1,30,1,22,0,1,0,1,7,2,18,5,0,0,6,23,11,1,1,1,2,1,2,0,0,8,7,0,4,0,11,3,15,15,2,7,6,0,7,3,1.0704475081795135,97.5609756097561,0.9267497034400949,2.2398921832884096,0.9264960773581463,0.9975990396158463
28,12,0.9674479365348816,0.9827823691460056,1,0.6268656716417911,1,42,0,25,701,12,0.5893499851226807,0.557710731520985,0.5691508298510224,0.063090336643255,0.522567703109328,521,476,7737,11266,12,0.5870787501335144,0.5589510544571283,0.583137962591512,0.0632500181822589,0.5277103559870551,2609,2335,38640,55648,42,832,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,0,0.1323,0.1229,767,0.1306,0.1274,0.1311,48,63,313,499,497,590,1,6,84,614,206,13,627,3,484,16,32,0,32,116,75,396,127,25,1,171,381,259,20,48,10,27,6,30,0,45,54,109,11,52,1,127,34,214,214,28,132,101,1,235,47,40,1,18,31,21,31,0,1,8,32,11,1,30,1,22,0,1,0,1,7,2,18,5,0,0,6,23,11,1,1,1,2,1,2,0,0,8,7,0,4,0,11,3,15,15,2,7,6,0,7,3,0.9899506281177408,97.5609756097561,1.2831918970709006,2.2398921832884096,0.9492081536416511,0.9975990396158463
29,13,0.963942289352417,0.981012658227848,1,0.5833333333333334,1,42,0,30,760,13,0.5960999727249146,0.5508085589188763,0.5705728457276265,0.0617650699343978,0.5005015045135406,499,498,7580,11423,13,0.5944356918334961,0.5628235936837975,0.5868331002163955,0.0644308892895068,0.5277103559870551,2609,2335,37884,56340,46,896,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,4,0.1323,0.1254,825,0.1327,0.1307,0.1311,48,69,335,537,534,635,1,6,89,663,223,14,678,3,527,18,39,0,39,123,81,430,134,29,1,185,409,279,21,51,10,31,6,34,0,46,57,118,11,56,1,137,35,233,233,31,139,107,1,256,51,40,1,22,35,23,34,0,1,8,36,11,2,34,1,25,0,1,0,1,7,4,21,5,0,0,6,25,12,1,2,1,2,1,2,0,0,8,7,0,4,0,11,3,16,16,2,8,6,0,8,3,1.0084006399673306,97.5609756097561,1.1915353329944078,2.0451189499589826,0.9337684170548352,0.9108512970405553
30,14,0.9698660969734192,0.9841176470588237,1,0.6301369863013698,1,46,0,27,823,14,0.5952000021934509,0.5574628426668207,0.5745517085910155,0.0632459702227144,0.5155466399197592,514,483,7613,11390,14,0.5949205160140991,0.56385626713459,0.5887693150824636,0.064671695313466,0.5293522267206477,2615,2325,37820,56344,52,960,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,6,0.1324,0.1239,883,0.1337,0.1315,0.1311,48,73,365,576,570,671,1,9,95,706,239,14,727,3,565,20,40,0,40,136,87,466,142,30,1,193,435,301,24,54,10,32,6,37,0,49,58,126,11,60,1,145,39,249,249,32,145,113,1,278,58,41,1,26,38,27,37,0,1,8,38,12,2,37,1,27,0,1,0,1,8,4,23,5,0,0,8,27,16,2,2,1,2,1,2,0,1,8,7,0,4,0,12,5,18,18,2,8,6,0,10,4,1.065416113061714,100,1.112099644128114,1.8091436865021773,0.9203873120129278,0.8057530704589528
31,15,0.9604166746139526,0.9790748898678414,1,0.5777777777777777,1,52,0,38,870,15,0.59095001220703125,0.5438217246065408,0.57266656043487,0.0600195982361587,0.4914744232698094,490,507,7674,11329,15,0.5940529108047485,0.5620712715863769,0.5890379688185238,0.0642004596337756,0.5265504661532225,2598,2336,37869,56237,54,1000,Random,mlp,64,64,1,Innate,TRUE,ALDH1,NA,NA,2,0.1324,0.12305,918,0.1377,0.1338,0.1311,49,75,378,598,595,694,1,11,100,736,245,14,759,3,589,20,44,1,44,142,90,485,146,31,1,198,451,314,27,55,12,33,6,38,0,49,60,135,12,66,1,152,39,260,260,34,149,116,1,290,59,41,1,27,40,28,38,0,1,9,40,12,2,38,1,28,0,2,0,2,8,4,24,5,0,0,8,27,17,2,2,2,2,1,2,0,1,8,8,0,5,0,12,5,18,18,2,8,6,0,12,4,1.0629661587622747,100,1.0676156583629892,1.742138364779874,0.9070294784580499,0.7759103641456583
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,64,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,10,0.1313,0.1339,64,0.1313,0.1293,0.1293,38,4,27,33,38,44,0,0,2,43,14,1,46,0,34,2,5,0,5,6,8,31,11,1,0,10,25,19,1,2,0,2,1,0,0,2,5,6,0,3,0,13,0,21,21,4,17,15,0,20,2,26,2,6,8,6,7,0,0,1,8,1,0,7,0,5,1,0,0,0,1,4,7,3,0,0,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,4,0,3,3,0,3,0,2.414770669229543,65,0,0,1.832629603565564,2.0949579831932774
33,1,1,1,1,1,1,10,0,0,54,1,0.588100016117096,0.5176119317274034,0.5265418420181874,0.0539608229641493,0.4393179538615847,438,559,7679,11324,1,0.5919988751411438,0.5269860452327871,0.5364932859274645,0.0561204245610554,0.4547829581993569,2263,2713,38061,56899,14,128,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,4,0.1367,0.1344,126,0.1418,0.1368,0.1368,43,9,49,72,76,93,0,1,6,98,34,1,96,1,73,2,10,0,10,14,14,66,19,2,0,20,56,38,3,6,2,3,4,5,0,5,7,16,0,7,0,21,2,36,36,6,31,26,0,37,3,32,2,8,11,7,11,0,0,2,11,3,0,10,1,5,1,0,0,0,1,6,10,5,1,0,5,8,4,1,1,0,1,0,0,0,1,0,1,0,1,0,3,0,4,4,0,4,3,0,4,0,1.9095392547668988,80,2.780249110320285,6.719676549865229,1.5882789897568221,1.4963985594237696
34,2,1,1,1,1,1,14,0,0,114,2,0.5783500075340271,0.5234105991077479,0.5360943378469883,0.0551567360612586,0.4623871614844533,461,536,7897,11106,2,0.5798722505569458,0.5302119392306082,0.5440557978207996,0.056627748076047,0.4750603378921963,2362,2610,39349,55551,17,192,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,3,0.1378,0.1384,187,0.1414,0.1365,0.1367,44,13,68,104,115,141,0,1,15,147,48,2,151,1,116,2,13,0,13,25,22,98,25,5,0,36,88,50,5,13,3,6,5,6,0,6,11,21,2,9,0,29,3,50,50,8,45,37,0,53,5,32,2,8,11,8,14,0,0,4,13,3,0,13,1,8,1,0,0,0,3,6,12,5,1,0,5,11,4,1,2,0,1,0,0,0,1,0,1,0,1,0,3,0,4,4,0,4,3,0,5,0,1.615655812490819,80,1.8534994068801898,5.5338512763596,1.5068287851539082,1.2323282254078103
35,3,1,1,1,1,1,17,0,0,175,3,0.5763999819755554,0.5323634957918011,0.5515105016148272,0.0571157720109017,0.4834503510531595,482,515,7957,11046,3,0.5808953046798706,0.5470960858216141,0.5593480101731167,0.0603935599284436,0.5095592674582411,2532,2437,39393,55446,19,256,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,2,0.1392,0.134,247,0.1335,0.1364,0.1366,44,18,91,139,156,188,0,1,21,195,60,2,204,1,160,3,15,0,15,36,26,135,33,7,0,52,122,72,6,18,3,8,5,8,0,7,13,26,2,13,0,40,9,71,71,10,54,43,0,67,7,33,2,8,12,10,16,0,0,5,15,3,0,14,1,9,1,0,0,0,3,6,13,6,1,0,6,11,4,1,3,0,1,0,0,0,1,0,1,0,1,0,4,1,5,5,0,4,3,0,6,0,1.3855996532804995,82.5,1.3901245551601424,4.951340615690169,1.3133845492219876,1.102609464838567
36,4,1,1,1,1,1,19,0,0,237,4,0.5767999887466431,0.5511065111347303,0.57145815175358206,0.0612292866376777,0.522567703109328,521,476,7988,11015,4,0.5806664824485779,0.5558491396838684,0.5785546328549269,0.062317429406037,0.5282866921683108,2624,2343,39483,55294,20,320,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,1,0.1375,0.1313,303,0.131,0.1316,0.1353,46,29,111,178,193,234,0,2,26,244,71,3,251,1,196,5,19,0,19,42,28,164,41,7,0,62,150,93,8,23,4,8,7,11,0,8,18,29,2,15,1,53,12,92,92,14,60,48,1,87,10,33,2,8,13,11,17,0,0,5,16,3,0,14,1,9,1,0,0,0,3,6,13,6,1,0,6,11,5,1,3,0,1,0,0,0,1,0,1,0,1,0,4,1,6,6,0,4,3,0,6,0,1.183228487499995,82.5,1.112099644128114,4.70377358490566,1.1728829462819612,1.0474789915966387
37,5,0.996874988079071,0.9983333333333332,1,0.9523809523809524,1,20,0,1,299,5,0.5808500051498413,0.5541881393272065,0.5784333741106497,0.0620256166982922,0.5245737211634904,523,474,7909,11094,5,0.5862460136413574,0.5607443005536876,0.5855010111582418,0.0636112113557079,0.5324204591220298,2644,2322,38921,55793,26,384,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,6,0.1355,0.1267,362,0.1344,0.1283,0.1339,46,33,134,218,233,276,0,5,30,286,85,3,296,1,231,6,22,0,22,50,35,193,51,10,0,78,176,112,10,28,5,11,7,11,0,11,22,36,3,18,1,58,13,108,108,15,66,54,1,105,14,35,3,9,18,15,23,0,0,5,20,3,0,18,1,12,1,1,0,1,4,7,16,7,1,0,7,12,7,1,4,0,1,0,0,0,1,0,2,0,2,0,5,2,9,9,0,5,4,0,9,0,1.2939612378633474,87.5,0.9267497034400949,3.6182873730043545,1.0995777621393386,1.0743374272786037
38,6,1,1,1,1,1,26,0,0,358,6,0.5837000012397766,0.5604398313078476,0.5809066150195047,0.0634901727218582,0.5346038114343029,533,464,7862,11141,6,0.5837014317512512,0.5659187291434928,0.5936161079116365,0.0646107613050944,0.5461693548387097,2709,2251,39219,55437,28,448,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,2,0.134,0.1279,415,0.1356,0.1273,0.1328,46,37,155,252,270,311,0,7,36,331,95,4,339,1,264,7,26,0,26,58,36,222,63,13,0,91,200,127,11,36,5,14,8,15,0,15,25,43,3,22,1,66,15,119,119,18,75,61,1,116,14,36,3,10,19,17,25,0,0,5,22,3,0,20,1,14,1,1,0,1,4,7,18,7,1,0,7,14,7,1,4,0,1,0,1,0,2,0,3,0,3,0,5,2,9,9,0,5,4,0,9,0,1.2025544424817949,90,0.7943568886629385,3.3598382749326143,1.0646705315952325,0.9975990396158464
39,7,1,1,1,1,1,28,0,0,420,7,0.5857999920845032,0.5615449199780576,0.5826951992112737,0.0638094097928887,0.5346038114343029,533,464,7820,11183,7,0.5904653072357178,0.5698692408838425,0.5981558248685963,0.0657677757299447,0.5469947559499798,2712,2246,38524,56070,33,512,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,5,0.1349,0.1246,469,0.1364,0.1361,0.1333,47,43,176,288,305,355,0,9,38,381,111,4,390,1,303,8,32,0,32,66,40,251,71,13,1,104,233,143,15,39,5,14,8,18,0,21,30,51,4,27,1,78,17,137,137,21,85,71,1,137,18,36,3,13,23,18,28,0,0,5,26,4,0,25,1,17,1,2,0,2,4,9,19,7,1,0,8,17,7,2,4,0,1,0,2,0,2,0,4,0,3,0,6,2,9,9,0,6,5,0,10,0,1.2464965586778305,90,0.6950622775800712,2.850771869639794,1.084305848776292,1.0580595874713523
40,8,0.99609375,0.9979123173277662,1,0.9428571428571428,1,33,0,2,477,8,0.5929999947547913,0.5639082167831706,0.580240326304388,0.0646105083506034,0.5315947843530592,530,467,7673,11330,8,0.5922523140907288,0.5663834341215422,0.5943869282451959,0.0650479982412858,0.537653947102766,2663,2290,38276,56259,36,576,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,3,0.1355,0.1279,528,0.1348,0.1344,0.1334,47,48,206,326,339,395,0,10,42,431,125,4,441,1,342,10,38,0,38,78,43,278,79,15,1,117,263,163,15,43,5,16,8,22,0,25,33,55,4,28,1,91,20,156,156,23,96,79,1,152,20,36,4,15,25,20,31,0,0,5,29,5,0,28,1,20,1,2,0,2,7,9,22,7,1,0,9,20,7,2,4,0,1,0,2,0,2,0,4,0,3,0,7,3,11,11,0,7,6,0,12,0,1.2135663707670086,90,0.6178331356267299,2.6132075471698113,1.072427693938367,1.1638655462184873
41,9,0.9930555820465088,0.9962962962962962,1,0.9,1,36,0,4,536,9,0.588100016117096,0.554676976253182,0.5800303082588818,0.0623715701680164,0.5175526579739218,516,481,7757,11246,9,0.5902196764945984,0.5671912126750496,0.5954562465264881,0.0651455508577538,0.5416161616161617,2681,2269,38473,56001,40,640,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,4,0.1359,0.1327,583,0.1342,0.135,0.1335,47,56,226,365,382,443,0,10,50,483,143,4,486,1,374,12,43,0,43,89,48,315,84,18,1,131,291,182,18,46,5,19,8,24,0,29,35,62,4,32,1,104,21,175,175,24,105,88,2,176,21,36,4,17,28,24,35,0,0,5,32,8,0,31,1,23,1,3,0,3,7,10,24,7,1,0,9,23,8,2,4,0,1,0,2,0,2,0,5,0,4,0,8,3,12,12,0,8,7,0,14,0,1.2174683445731185,90,0.556049822064057,2.35188679245283,1.0751427007584644,1.2220588235294116
42,10,0.995312511920929,0.9975,1,0.9302325581395348,1,40,0,3,597,10,0.5884000062942505,0.554834846063212,0.5912422580587102,0.0624168380307245,0.5175526579739218,516,481,7751,11252,10,0.5927032828330994,0.5735909973154601,0.603356503805186,0.0666552809427379,0.5523655479175091,2732,2214,38255,56159,41,704,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,1,0.1357,0.1323,643,0.1332,0.1333,0.1335,47,57,244,400,416,487,0,12,52,534,155,4,534,1,409,14,45,0,45,99,53,340,91,19,1,145,327,211,20,49,5,20,10,29,0,32,42,69,4,35,1,115,24,195,195,29,112,92,2,195,24,36,4,17,28,24,36,0,0,5,33,9,0,31,1,23,1,3,0,3,7,10,24,7,1,0,10,24,8,2,4,0,1,0,2,0,2,0,5,0,4,0,8,4,12,12,0,8,7,0,14,0,1.137451428019992,90,0.5054998382400517,2.2945236999539804,1.0218298395638297,1.1922525107604016
43,11,0.9886363744735718,0.9939668174962292,1,0.8367346938775511,1,41,0,8,655,11,0.5911999940872192,0.5629609979229907,0.5940203127933503,0.0643281951693166,0.5315947843530592,530,467,7709,11294,11,0.5946362614631653,0.5734159677127569,0.6038769331294278,0.0667337522089142,0.5498483316481294,2719,2226,38025,56326,43,768,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,2,0.1355,0.1321,697,0.1327,0.1317,0.1334,47,61,269,435,451,529,0,12,62,581,171,5,584,2,447,15,48,0,48,107,61,369,100,21,1,164,361,228,24,53,6,22,10,33,0,36,45,77,5,40,1,131,30,216,216,31,121,100,2,217,26,37,4,18,30,26,38,0,0,5,34,9,0,33,1,24,1,3,0,3,7,11,25,7,1,0,11,25,8,2,5,0,1,0,2,0,2,0,5,0,4,0,9,4,13,13,0,8,7,0,16,1,1.0959343536123594,92.5,0.9267497034400949,2.1878016673979817,1.0181275575364246,1.136798905608755
44,12,0.9700520634651184,0.9841379310344828,1,0.6515151515151515,1,43,0,23,702,12,0.5938500165939331,0.5653059003353269,0.5952226251981224,0.0649572649572649,0.5336008024072216,532,465,7658,11345,12,0.5958964824676514,0.5751433301853048,0.6071551763237756,0.0671919241659485,0.5520938701193607,2729,2214,37886,56403,48,832,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,5,0.1351,0.131,754,0.1328,0.1321,0.1333,47,65,298,467,486,569,0,14,66,629,184,7,630,2,480,15,54,0,54,119,67,400,111,23,1,173,384,252,24,59,6,24,10,36,0,39,48,83,5,42,1,147,31,238,238,33,132,110,2,237,29,39,4,20,33,28,42,0,0,6,38,11,0,36,1,27,1,4,0,4,7,11,27,7,1,0,13,29,10,2,6,0,1,0,2,0,2,1,5,0,4,0,12,5,17,17,1,10,9,0,17,1,1.1313721464202753,97.5,0.8554612647139338,1.9599056603773586,1.0337910584216001,1.3093487394957983
45,13,0.9747596383094788,0.9866071428571428,1,0.6956521739130435,1,48,0,21,763,13,0.5958499908447266,0.5768126090633106,0.6016223168268158,0.0676104466682938,0.555667001003009,554,443,7640,11363,13,0.59635162353515625,0.5798690324816003,0.6133683022337002,0.0682383049929866,0.5615633859862292,2773,2165,37864,56366,49,896,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,1,0.1351,0.1312,808,0.1332,0.1327,0.1333,47,68,322,507,524,615,0,16,69,678,197,10,679,2,516,16,57,0,57,128,72,430,122,24,1,192,420,272,24,62,7,25,10,39,0,41,51,93,5,50,1,158,31,252,252,38,142,117,2,254,30,39,4,20,34,29,43,0,0,6,39,11,0,37,1,27,1,4,0,4,8,11,28,7,1,0,13,29,10,2,6,0,1,0,2,0,2,1,5,0,4,0,12,5,17,17,1,10,9,0,18,2,1.0741658990956349,97.5,0.7943568886629385,1.9199075856757797,1.0210364934151002,1.2826273366489453
46,14,0.9609375,0.9793388429752066,1,0.5833333333333334,1,49,0,35,812,14,0.600350022315979,0.5796558490922961,0.6003784652911532,0.0684678016284233,0.5566700100300903,555,442,7551,11452,14,0.6019131541252136,0.5791071980926134,0.612457384852964,0.0683790611009679,0.5537775977314159,2734,2203,37249,56918,54,960,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,5,0.1349,0.131,865,0.1326,0.1324,0.1332,47,74,341,550,565,657,0,16,81,731,207,10,726,2,551,16,58,0,58,134,82,460,139,27,1,210,454,289,27,64,11,28,10,41,0,43,56,98,7,52,1,174,35,272,272,41,153,126,2,268,30,40,4,23,37,32,46,0,0,8,42,11,0,41,1,30,1,4,0,4,8,12,29,8,1,0,14,31,13,2,6,1,1,0,2,0,3,1,5,0,4,0,13,5,19,19,1,10,9,0,18,2,1.1063936558717795,100,0.741399762752076,1.742138364779874,1.026272577996716,1.1638655462184875
47,15,0.971875011920929,0.9850993377483444,1,0.6666666666666666,1,54,0,27,879,15,0.6000999808311462,0.5814250624314136,0.6081547014352535,0.068850843699963,0.5606820461384152,559,438,7560,11443,15,0.6015044450759888,0.5825199462811118,0.6177510659613494,0.0690988945175055,0.5614355231143552,2769,2163,37304,56804,56,1000,Random,mlp,64,64,2,Innate,TRUE,ALDH1,NA,NA,2,0.1349,0.1322,899,0.1324,0.1322,0.1332,47,75,358,576,589,689,0,16,82,759,219,10,755,2,573,17,59,0,59,141,85,483,148,29,1,218,475,303,28,65,11,30,11,43,0,45,60,102,8,55,1,179,36,284,284,41,158,129,2,278,30,40,4,24,38,34,47,0,0,8,43,12,0,43,1,31,1,4,0,4,8,13,30,8,1,0,15,32,14,3,6,1,1,0,2,0,3,1,5,0,4,0,14,6,20,20,1,10,9,0,19,2,1.10233527575347,100,0.7117437722419929,1.6799191374663072,1.0086793338024864,1.1222989195678272
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,1,0.1343,NA,64,0.1343,0.1322,0.1322,40,8,20,40,42,41,0,1,5,47,17,2,48,0,38,2,3,0,3,13,7,37,13,3,0,14,28,19,2,3,0,3,0,1,0,5,3,6,0,2,0,17,2,23,23,1,7,6,0,17,1,8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24147706692295431,19.51219512195122,0,0,0.7330518414262256,0
49,1,0.796875,0.8968253968253967,1,0.0714285714285714,1,1,0,13,50,1,0.598550021648407,0.4779677399825641,0.4647075732274971,0.0444415651723244,0.3440320962888666,343,654,7375,11628,1,0.5980227589607239,0.4757940660667218,0.4644144131058804,0.0439380978303134,0.3400200601805416,1695,3290,36882,58069,4,128,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,3,0.1338,0.11444,124,0.1322,0.1344,0.1344,43,14,46,83,83,88,0,1,7,94,30,4,91,0,75,3,4,0,4,21,10,65,21,3,0,29,59,43,4,6,1,3,1,1,0,6,8,15,0,7,0,25,7,39,39,2,18,16,2,36,4,18,0,1,3,4,2,0,0,0,2,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0.545582644219114,43.90243902439025,0,0,0.9774024552349675,0
50,2,0.96875,0.9838709677419356,1,0.5,1,4,0,4,120,2,0.552299976348877,0.4807154716794704,0.4778853478817761,0.0456777435194701,0.4012036108324975,400,597,8357,10646,2,0.5548802614212036,0.485518838415831,0.4780723175885501,0.0467354109730611,0.4084704937775993,2035,2947,41508,53382,10,192,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,6,0.1342,0.11865,183,0.1381,0.134,0.1343,44,19,73,121,117,132,0,2,11,143,46,6,136,0,108,4,9,0,9,27,17,87,30,7,0,49,86,65,6,8,2,7,3,4,0,8,11,24,1,10,0,30,10,54,54,2,31,26,2,59,5,24,1,5,5,6,6,0,1,0,6,3,0,4,0,3,0,0,0,0,1,1,2,1,0,0,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,4,0,2,1,0,4,0,0.9503857720534228,58.536585365853654,0,0,1.0588526598378816,0.6983193277310924
51,3,1,1,1,1,1,10,0,0,182,3,0.5428000092506409,0.5251363203962253,0.5226113535048127,0.0550518842162752,0.5055165496489469,504,493,8651,10352,3,0.5421008467674255,0.5133956641279187,0.5226013570639323,0.0526385166307834,0.4815112540192926,2396,2580,43122,51710,16,256,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,6,0.136,0.121,241,0.1367,0.1378,0.1354,45,22,101,160,158,177,1,3,19,188,63,9,188,0,149,6,10,0,10,34,22,121,35,8,0,59,118,79,10,12,2,8,3,7,0,10,15,30,1,13,0,40,11,68,68,5,42,36,2,74,7,31,1,7,9,11,10,0,1,2,12,5,0,8,0,5,0,0,0,0,1,3,6,3,1,0,4,8,5,0,1,0,1,0,1,0,1,3,0,0,0,0,1,1,5,5,0,4,3,0,5,0,1.166820760657263,75.60975609756098,0,0,1.0995777621393386,1.3093487394957983
52,4,1,1,1,1,1,16,0,0,240,4,0.5618000030517578,0.541312249119088,0.5542749123020273,0.058743324622202,0.518555667001003,517,480,8284,10719,4,0.562129020690918,0.5429889803717742,0.5644326411759433,0.0590781709234239,0.5217303822937626,2593,2377,41298,53476,20,320,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,4,0.1349,0.1266,302,0.132,0.1322,0.1346,45,23,129,200,194,221,1,4,24,234,72,11,237,0,190,7,16,0,16,40,24,149,50,9,0,68,145,101,14,15,3,9,3,8,0,11,16,36,1,18,0,49,13,86,86,7,49,43,2,101,13,31,1,7,11,11,12,0,1,3,16,8,0,12,0,9,0,0,0,0,1,3,8,4,1,0,5,11,6,0,1,0,1,0,1,0,2,3,0,0,0,0,1,1,6,6,0,5,4,0,5,0,1.183228487499995,75.60975609756098,0,0,1.0507076393775903,1.3966386554621848
53,5,1,1,1,1,1,20,0,0,300,5,0.5648999810218811,0.5291629770118649,0.5460212136699527,0.0562147218062435,0.4894684052156469,488,509,8193,10810,5,0.5672351717948914,0.5389102046119199,0.5559678653069646,0.0583171341294085,0.5074506645187273,2520,2446,40692,54022,25,384,Random,mlp,64,64,3,Innate,TRUE,ALDH1,NA,NA,5,0.1356,0.1203,359,0.1317,0.138,0.1353,45,29,152,238,234,268,1,5,32,281,96,13,286,0,232,7,16,0,16,49,29,181,60,11,0,82,176,126,15,16,3,11,4,13,0,15,17,46,2,25,0,58,14,104,104,9,60,54,2,113,16,33,1,10,14,13,15,0,2,5,18,10,0,15,0,12,0,0,0,0,3,3,11,5,1,0,5,13,8,0,1,0,1,1,3,0,3,3,0,0,0,0,2,1,7,7,1,5,4,0,6,0,1.2441934979455262,80.48780487804879,0,0,1.0995777621393386,1.1173109243697479
